               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 167,            0.040868,            0.009264,                   0,           0.0033333,                   1,             0.31129,             0.21788,             0.02397,           0.0093898,                   0,           0.0053046,           0.0053046,           0.0053046
                 168,            0.051503,           0.0090457,                   0,           0.0033333,                   1,               0.305,             0.17295,            0.024732,            0.009298,                   0,           0.0052763,           0.0052763,           0.0052763
                 169,            0.037243,            0.008002,                   0,           0.0033333,                   1,               0.305,             0.17295,            0.024732,            0.009298,                   0,            0.005248,            0.005248,            0.005248
                 170,            0.044493,           0.0090237,                   0,           0.0033333,                   1,               0.305,             0.17295,            0.024732,            0.009298,                   0,           0.0052197,           0.0052197,           0.0052197
                 171,            0.035888,            0.012759,                   0,           0.0033333,                   1,              0.2995,             0.18176,            0.019722,           0.0097188,                   0,           0.0051914,           0.0051914,           0.0051914
                 172,            0.039341,            0.015617,                   0,           0.0033333,                   1,              0.2995,             0.18176,            0.019722,           0.0097188,                   0,           0.0051631,           0.0051631,           0.0051631
                 173,            0.036265,           0.0073717,                   0,           0.0033333,                   1,              0.2995,             0.18176,            0.019722,           0.0097188,                   0,           0.0051349,           0.0051349,           0.0051349
                 174,            0.039407,            0.011445,                   0,           0.0033333,                   1,             0.52115,             0.27127,            0.027356,           0.0086962,                   0,           0.0051066,           0.0051066,           0.0051066
                 175,            0.037535,           0.0093809,                   0,           0.0033333,                   1,             0.52115,             0.27127,            0.027356,           0.0086962,                   0,           0.0050783,           0.0050783,           0.0050783
                 176,            0.034518,            0.014215,                   0,           0.0033333,                   1,             0.52115,             0.27127,            0.027356,           0.0086962,                   0,             0.00505,             0.00505,             0.00505
                 177,            0.045564,            0.005621,                   0,           0.0033333,                   1,              0.5275,              0.2777,            0.019069,           0.0096468,                   0,           0.0050217,           0.0050217,           0.0050217
                 178,            0.035318,           0.0098309,                   0,           0.0033333,                   1,              0.5275,              0.2777,            0.019069,           0.0096468,                   0,           0.0049934,           0.0049934,           0.0049934
                 179,            0.036189,            0.012677,                   0,           0.0033333,                   1,              0.5275,              0.2777,            0.019069,           0.0096468,                   0,           0.0049651,           0.0049651,           0.0049651
                 180,            0.036858,           0.0096416,                   0,           0.0033333,                   1,               0.533,             0.33327,            0.018897,           0.0096836,                   0,           0.0049369,           0.0049369,           0.0049369
                 181,            0.041873,            0.012779,                   0,           0.0033333,                   1,               0.533,             0.33327,            0.018897,           0.0096836,                   0,           0.0049086,           0.0049086,           0.0049086
                 182,            0.042071,            0.011117,                   0,           0.0033333,                   1,               0.533,             0.33327,            0.018897,           0.0096836,                   0,           0.0048803,           0.0048803,           0.0048803
                 183,            0.045805,            0.010175,                   0,           0.0033333,                   1,               0.557,              0.3899,            0.018157,           0.0096759,                   0,            0.004852,            0.004852,            0.004852
                 184,             0.03665,            0.014722,                   0,           0.0033333,                   1,               0.557,              0.3899,            0.018157,           0.0096759,                   0,           0.0048237,           0.0048237,           0.0048237
                 185,            0.041566,             0.01339,                   0,           0.0033333,                   1,               0.557,              0.3899,            0.018157,           0.0096759,                   0,           0.0047954,           0.0047954,           0.0047954
                 186,            0.032281,            0.010857,                   0,           0.0033333,                   1,                0.59,             0.40404,            0.019482,           0.0094679,                   0,           0.0047671,           0.0047671,           0.0047671
                 187,            0.036015,            0.011711,                   0,           0.0033333,                   1,                0.59,             0.40404,            0.019482,           0.0094679,                   0,           0.0047389,           0.0047389,           0.0047389
                 188,            0.035234,           0.0076202,                   0,           0.0033333,                   1,                0.59,             0.40404,            0.019482,           0.0094679,                   0,           0.0047106,           0.0047106,           0.0047106
                 189,            0.033848,            0.006676,                   0,           0.0033333,                   1,               0.665,             0.22821,            0.033178,           0.0080087,                   0,           0.0046823,           0.0046823,           0.0046823
                 190,            0.041345,            0.012892,                   0,           0.0033333,                   1,               0.665,             0.22821,            0.033178,           0.0080087,                   0,            0.004654,            0.004654,            0.004654
                 191,             0.04453,             0.00744,                   0,           0.0033333,                   1,               0.665,             0.22821,            0.033178,           0.0080087,                   0,           0.0046257,           0.0046257,           0.0046257
                 192,            0.039351,            0.010794,                   0,           0.0033333,                   1,             0.69643,             0.32262,            0.028377,           0.0084934,                   0,           0.0045974,           0.0045974,           0.0045974
                 193,            0.037186,           0.0084498,                   0,           0.0033333,                   1,             0.69643,             0.32262,            0.028377,           0.0084934,                   0,           0.0045691,           0.0045691,           0.0045691
                 194,            0.040178,           0.0076197,                   0,           0.0033333,                   1,             0.69643,             0.32262,            0.028377,           0.0084934,                   0,           0.0045409,           0.0045409,           0.0045409
                 195,            0.037296,           0.0096308,                   0,           0.0033333,                   1,             0.80643,             0.36657,            0.027679,           0.0084329,                   0,           0.0045126,           0.0045126,           0.0045126
                 196,             0.03135,           0.0070829,                   0,           0.0033333,                   1,             0.80643,             0.36657,            0.027679,           0.0084329,                   0,           0.0044843,           0.0044843,           0.0044843
                 197,            0.035098,            0.010491,                   0,           0.0033333,                   1,             0.80643,             0.36657,            0.027679,           0.0084329,                   0,            0.004456,            0.004456,            0.004456
                 198,            0.034497,           0.0086292,                   0,           0.0033333,                   1,             0.69643,              0.3645,            0.022328,           0.0088875,                   0,           0.0044277,           0.0044277,           0.0044277
                 199,             0.04778,           0.0043424,                   0,           0.0033333,                   1,             0.69643,              0.3645,            0.022328,           0.0088875,                   0,           0.0043994,           0.0043994,           0.0043994
                 200,            0.045556,            0.011042,                   0,           0.0033333,                   1,             0.69643,              0.3645,            0.022328,           0.0088875,                   0,           0.0043711,           0.0043711,           0.0043711
                 201,            0.043787,            0.010842,                   0,           0.0033333,                   1,               0.863,             0.35941,            0.028594,            0.008215,                   0,           0.0043429,           0.0043429,           0.0043429
                 202,            0.035984,            0.010715,                   0,           0.0033333,                   1,               0.863,             0.35941,            0.028594,            0.008215,                   0,           0.0043146,           0.0043146,           0.0043146
                 203,            0.044411,           0.0097647,                   0,           0.0033333,                   1,               0.863,             0.35941,            0.028594,            0.008215,                   0,           0.0042863,           0.0042863,           0.0042863
                 204,            0.038689,            0.010939,                   0,           0.0033333,                   1,               0.665,             0.29259,            0.029046,           0.0082868,                   0,            0.004258,            0.004258,            0.004258
                 205,            0.039332,             0.01439,                   0,           0.0033333,                   1,               0.665,             0.29259,            0.029046,           0.0082868,                   0,           0.0042297,           0.0042297,           0.0042297
                 206,            0.036069,             0.00803,                   0,           0.0033333,                   1,               0.665,             0.29259,            0.029046,           0.0082868,                   0,           0.0042014,           0.0042014,           0.0042014
                 207,            0.031673,           0.0077046,                   0,           0.0033333,                   1,              0.9125,             0.35042,            0.032529,           0.0077876,                   0,           0.0041731,           0.0041731,           0.0041731
                 208,            0.036195,           0.0087029,                   0,           0.0033333,                   1,              0.9125,             0.35042,            0.032529,           0.0077876,                   0,           0.0041449,           0.0041449,           0.0041449
                 209,            0.031154,             0.01287,                   0,           0.0033333,                   1,              0.9125,             0.35042,            0.032529,           0.0077876,                   0,           0.0041166,           0.0041166,           0.0041166
                 210,            0.038045,             0.01128,                   0,           0.0033333,                   1,              0.9125,             0.35045,            0.032671,           0.0077416,                   0,           0.0040883,           0.0040883,           0.0040883
                 211,            0.038603,           0.0083656,                   0,           0.0033333,                   1,              0.9125,             0.35045,            0.032671,           0.0077416,                   0,             0.00406,             0.00406,             0.00406
                 212,            0.036932,             0.01321,                   0,           0.0033333,                   1,              0.9125,             0.35045,            0.032671,           0.0077416,                   0,           0.0040317,           0.0040317,           0.0040317
                 213,            0.034581,            0.010789,                   0,           0.0033333,                   1,               0.995,             0.42161,            0.027758,           0.0082179,                   0,           0.0040034,           0.0040034,           0.0040034
                 214,            0.041333,            0.011111,                   0,           0.0033333,                   1,               0.995,             0.42161,            0.027758,           0.0082179,                   0,           0.0039751,           0.0039751,           0.0039751
                 215,            0.037831,            0.011082,                   0,           0.0033333,                   1,               0.995,             0.42161,            0.027758,           0.0082179,                   0,           0.0039469,           0.0039469,           0.0039469
                 216,            0.035724,            0.013357,                   0,           0.0033333,                   1,              0.9125,             0.42382,            0.029218,           0.0080544,                   0,           0.0039186,           0.0039186,           0.0039186
                 217,            0.039224,           0.0080994,                   0,           0.0033333,                   1,              0.9125,             0.42382,            0.029218,           0.0080544,                   0,           0.0038903,           0.0038903,           0.0038903
                 218,            0.039504,           0.0098827,                   0,           0.0033333,                   1,              0.9125,             0.42382,            0.029218,           0.0080544,                   0,            0.003862,            0.003862,            0.003862
                 219,            0.034922,            0.009054,                   0,           0.0033333,                   1,               0.995,             0.46511,            0.031521,           0.0076933,                   0,           0.0038337,           0.0038337,           0.0038337
                 220,            0.029894,           0.0067957,                   0,           0.0033333,                   1,               0.995,             0.46511,            0.031521,           0.0076933,                   0,           0.0038054,           0.0038054,           0.0038054
                 221,            0.037344,           0.0099582,                   0,           0.0033333,                   1,               0.995,             0.46511,            0.031521,           0.0076933,                   0,           0.0037771,           0.0037771,           0.0037771
                 222,            0.029144,           0.0074395,                   0,           0.0033333,                   1,               0.995,             0.52057,            0.025047,           0.0084077,                   0,           0.0037489,           0.0037489,           0.0037489
                 223,            0.033644,            0.015636,                   0,           0.0033333,                   1,               0.995,             0.52057,            0.025047,           0.0084077,                   0,           0.0037206,           0.0037206,           0.0037206
                 224,            0.024236,           0.0080415,                   0,           0.0033333,                   1,               0.995,             0.52057,            0.025047,           0.0084077,                   0,           0.0036923,           0.0036923,           0.0036923
                 225,             0.02815,           0.0072541,                   0,           0.0033333,                   1,              0.9125,             0.56474,            0.020749,           0.0087037,                   0,            0.003664,            0.003664,            0.003664
                 226,            0.035581,           0.0074309,                   0,           0.0033333,                   1,              0.9125,             0.56474,            0.020749,           0.0087037,                   0,           0.0036357,           0.0036357,           0.0036357
                 227,            0.031908,            0.010551,                   0,           0.0033333,                   1,              0.9125,             0.56474,            0.020749,           0.0087037,                   0,           0.0036074,           0.0036074,           0.0036074
                 228,            0.033021,           0.0095209,                   0,           0.0033333,                   1,              0.9125,             0.56474,            0.020088,           0.0086968,                   0,           0.0035791,           0.0035791,           0.0035791
                 229,            0.035907,           0.0045058,                   0,           0.0033333,                   1,              0.9125,             0.56474,            0.020088,           0.0086968,                   0,           0.0035509,           0.0035509,           0.0035509
                 230,            0.034753,           0.0074543,                   0,           0.0033333,                   1,              0.9125,             0.56474,            0.020088,           0.0086968,                   0,           0.0035226,           0.0035226,           0.0035226
                 231,             0.03329,            0.014706,                   0,           0.0033333,                   1,               0.863,             0.68437,            0.017093,           0.0089391,                   0,           0.0034943,           0.0034943,           0.0034943
                 232,            0.029935,            0.012778,                   0,           0.0033333,                   1,               0.863,             0.68437,            0.017093,           0.0089391,                   0,            0.003466,            0.003466,            0.003466
                 233,            0.031104,            0.010492,                   0,           0.0033333,                   1,               0.863,             0.68437,            0.017093,           0.0089391,                   0,           0.0034377,           0.0034377,           0.0034377
                 234,            0.025578,           0.0057595,                   0,           0.0033333,                   1,               0.863,             0.58487,            0.019991,           0.0086987,                   0,           0.0034094,           0.0034094,           0.0034094
                 235,            0.037321,            0.012844,                   0,           0.0033333,                   1,               0.863,             0.58487,            0.019991,           0.0086987,                   0,           0.0033811,           0.0033811,           0.0033811
                 236,            0.035684,            0.010976,                   0,           0.0033333,                   1,               0.863,             0.58487,            0.019991,           0.0086987,                   0,           0.0033529,           0.0033529,           0.0033529
                 237,             0.03489,            0.010714,                   0,           0.0033333,                   1,               0.863,             0.54531,             0.02129,           0.0085083,                   0,           0.0033246,           0.0033246,           0.0033246
                 238,            0.026886,           0.0089832,                   0,           0.0033333,                   1,               0.863,             0.54531,             0.02129,           0.0085083,                   0,           0.0032963,           0.0032963,           0.0032963
                 239,            0.024706,            0.010404,                   0,           0.0033333,                   1,               0.863,             0.54531,             0.02129,           0.0085083,                   0,            0.003268,            0.003268,            0.003268
                 240,            0.030353,            0.012247,                   0,           0.0033333,                   1,               0.863,             0.53171,            0.020095,           0.0084775,                   0,           0.0032397,           0.0032397,           0.0032397
                 241,             0.03277,             0.01107,                   0,           0.0033333,                   1,               0.863,             0.53171,            0.020095,           0.0084775,                   0,           0.0032114,           0.0032114,           0.0032114
                 242,            0.025196,           0.0063377,                   0,           0.0033333,                   1,               0.863,             0.53171,            0.020095,           0.0084775,                   0,           0.0031831,           0.0031831,           0.0031831
                 243,            0.031112,           0.0088135,                   0,           0.0033333,                   1,               0.863,             0.57171,            0.018369,           0.0086474,                   0,           0.0031549,           0.0031549,           0.0031549
                 244,            0.031146,            0.011036,                   0,           0.0033333,                   1,               0.863,             0.57171,            0.018369,           0.0086474,                   0,           0.0031266,           0.0031266,           0.0031266
                 245,            0.033779,           0.0091535,                   0,           0.0033333,                   1,               0.863,             0.57171,            0.018369,           0.0086474,                   0,           0.0030983,           0.0030983,           0.0030983
                 246,            0.030361,           0.0096744,                   0,           0.0033333,                   1,               0.863,             0.57171,            0.017874,           0.0086277,                   0,             0.00307,             0.00307,             0.00307
                 247,            0.036596,            0.010716,                   0,           0.0033333,                   1,               0.863,             0.57171,            0.017874,           0.0086277,                   0,           0.0030417,           0.0030417,           0.0030417
                 248,             0.02781,            0.010483,                   0,           0.0033333,                   1,               0.863,             0.57171,            0.017874,           0.0086277,                   0,           0.0030134,           0.0030134,           0.0030134
                 249,            0.029869,           0.0083807,                   0,           0.0033333,                   1,              0.9125,             0.51424,            0.020716,           0.0082077,                   0,           0.0029851,           0.0029851,           0.0029851
                 250,            0.032652,           0.0069927,                   0,           0.0033333,                   1,              0.9125,             0.51424,            0.020716,           0.0082077,                   0,           0.0029569,           0.0029569,           0.0029569
                 251,            0.031843,           0.0074516,                   0,           0.0033333,                   1,              0.9125,             0.51424,            0.020716,           0.0082077,                   0,           0.0029286,           0.0029286,           0.0029286
                 252,            0.034253,            0.012569,                   0,           0.0033333,                   1,               0.995,             0.58665,            0.020561,           0.0081702,                   0,           0.0029003,           0.0029003,           0.0029003
                 253,            0.031747,            0.012405,                   0,           0.0033333,                   1,               0.995,             0.58665,            0.020561,           0.0081702,                   0,            0.002872,            0.002872,            0.002872
                 254,            0.028389,            0.009853,                   0,           0.0033333,                   1,               0.995,             0.58665,            0.020561,           0.0081702,                   0,           0.0028437,           0.0028437,           0.0028437
                 255,            0.028649,           0.0072892,                   0,           0.0033333,                   1,               0.995,              0.5442,            0.022585,           0.0079185,                   0,           0.0028154,           0.0028154,           0.0028154
                 256,            0.028826,            0.010399,                   0,           0.0033333,                   1,               0.995,              0.5442,            0.022585,           0.0079185,                   0,           0.0027871,           0.0027871,           0.0027871
                 257,            0.030361,            0.011339,                   0,           0.0033333,                   1,               0.995,              0.5442,            0.022585,           0.0079185,                   0,           0.0027589,           0.0027589,           0.0027589
                 258,            0.036019,           0.0097248,                   0,           0.0033333,                   1,               0.995,             0.60857,            0.021229,           0.0079877,                   0,           0.0027306,           0.0027306,           0.0027306
                 259,            0.030298,           0.0084008,                   0,           0.0033333,                   1,               0.995,             0.60857,            0.021229,           0.0079877,                   0,           0.0027023,           0.0027023,           0.0027023
                 260,            0.027607,            0.010908,                   0,           0.0033333,                   1,               0.995,             0.60857,            0.021229,           0.0079877,                   0,            0.002674,            0.002674,            0.002674
                 261,            0.031545,            0.010366,                   0,           0.0033333,                   1,               0.995,             0.61978,            0.019367,           0.0081643,                   0,           0.0026457,           0.0026457,           0.0026457
                 262,             0.02367,           0.0089106,                   0,           0.0033333,                   1,               0.995,             0.61978,            0.019367,           0.0081643,                   0,           0.0026174,           0.0026174,           0.0026174
                 263,             0.02763,           0.0087715,                   0,           0.0033333,                   1,               0.995,             0.61978,            0.019367,           0.0081643,                   0,           0.0025891,           0.0025891,           0.0025891
                 264,            0.021415,           0.0074507,                   0,           0.0033333,                   1,               0.995,             0.58657,            0.018446,           0.0083224,                   0,           0.0025609,           0.0025609,           0.0025609
                 265,            0.023429,           0.0071644,                   0,           0.0033333,                   1,               0.995,             0.58657,            0.018446,           0.0083224,                   0,           0.0025326,           0.0025326,           0.0025326
                 266,            0.029547,           0.0064348,                   0,           0.0033333,                   1,               0.995,             0.58657,            0.018446,           0.0083224,                   0,           0.0025043,           0.0025043,           0.0025043
                 267,            0.030023,           0.0087027,                   0,           0.0033333,                   1,               0.995,             0.67565,            0.018456,           0.0082909,                   0,            0.002476,            0.002476,            0.002476
                 268,            0.030845,            0.010431,                   0,           0.0033333,                   1,               0.995,             0.67565,            0.018456,           0.0082909,                   0,           0.0024477,           0.0024477,           0.0024477
                 269,            0.027849,            0.011717,                   0,           0.0033333,                   1,               0.995,             0.67565,            0.018456,           0.0082909,                   0,           0.0024194,           0.0024194,           0.0024194
                 270,            0.031703,            0.011625,                   0,           0.0033333,                   1,               0.995,             0.62011,             0.01775,           0.0083514,                   0,           0.0023911,           0.0023911,           0.0023911
                 271,            0.030128,           0.0082515,                   0,           0.0033333,                   1,               0.995,             0.62011,             0.01775,           0.0083514,                   0,           0.0023629,           0.0023629,           0.0023629
                 272,             0.03679,           0.0067475,                   0,           0.0033333,                   1,               0.995,             0.62011,             0.01775,           0.0083514,                   0,           0.0023346,           0.0023346,           0.0023346
                 273,            0.032057,           0.0083615,                   0,           0.0033333,                   1,               0.995,             0.74161,            0.015741,           0.0084337,                   0,           0.0023063,           0.0023063,           0.0023063
                 274,             0.02638,           0.0086892,                   0,           0.0033333,                   1,               0.995,             0.74161,            0.015741,           0.0084337,                   0,            0.002278,            0.002278,            0.002278
                 275,            0.024028,           0.0079859,                   0,           0.0033333,                   1,               0.995,             0.74161,            0.015741,           0.0084337,                   0,           0.0022497,           0.0022497,           0.0022497
                 276,            0.024546,           0.0096299,                   0,           0.0033333,                   1,               0.995,             0.70807,            0.016162,           0.0083919,                   0,           0.0022214,           0.0022214,           0.0022214
                 277,            0.027588,            0.012447,                   0,           0.0033333,                   1,               0.995,             0.70807,            0.016162,           0.0083919,                   0,           0.0021931,           0.0021931,           0.0021931
                 278,              0.0248,            0.012674,                   0,           0.0033333,                   1,               0.995,             0.70807,            0.016162,           0.0083919,                   0,           0.0021649,           0.0021649,           0.0021649
                 279,            0.028651,            0.010313,                   0,           0.0033333,                   1,               0.995,             0.63098,            0.016528,           0.0083158,                   0,           0.0021366,           0.0021366,           0.0021366
                 280,            0.031705,           0.0088558,                   0,           0.0033333,                   1,               0.995,             0.63098,            0.016528,           0.0083158,                   0,           0.0021083,           0.0021083,           0.0021083
                 281,            0.025958,             0.01099,                   0,           0.0033333,                   1,               0.995,             0.63098,            0.016528,           0.0083158,                   0,             0.00208,             0.00208,             0.00208
                 282,            0.024087,            0.010048,                   0,           0.0033333,                   1,               0.995,             0.73085,            0.013869,           0.0084694,                   0,           0.0020517,           0.0020517,           0.0020517
                 283,            0.025113,            0.008788,                   0,           0.0033333,                   1,               0.995,             0.73085,            0.013869,           0.0084694,                   0,           0.0020234,           0.0020234,           0.0020234
                 284,            0.025806,            0.010867,                   0,           0.0033333,                   1,               0.995,             0.73085,            0.013869,           0.0084694,                   0,           0.0019951,           0.0019951,           0.0019951
                 285,            0.028996,           0.0083008,                   0,           0.0033333,                   1,               0.995,             0.69711,            0.017416,           0.0081223,                   0,           0.0019669,           0.0019669,           0.0019669
                 286,            0.028021,            0.008531,                   0,           0.0033333,                   1,               0.995,             0.69711,            0.017416,           0.0081223,                   0,           0.0019386,           0.0019386,           0.0019386
                 287,             0.02727,            0.011439,                   0,           0.0033333,                   1,               0.995,             0.69711,            0.017416,           0.0081223,                   0,           0.0019103,           0.0019103,           0.0019103
                 288,            0.024645,            0.010345,                   0,           0.0033333,                   1,               0.995,             0.76365,            0.018118,           0.0080296,                   0,            0.001882,            0.001882,            0.001882
                 289,            0.023321,            0.013086,                   0,           0.0033333,                   1,               0.995,             0.76365,            0.018118,           0.0080296,                   0,           0.0018537,           0.0018537,           0.0018537
                 290,            0.023803,           0.0048601,                   0,           0.0033333,                   1,               0.995,             0.76365,            0.018118,           0.0080296,                   0,           0.0018254,           0.0018254,           0.0018254
                 291,            0.025647,            0.012584,                   0,           0.0033333,                   1,               0.995,             0.69711,            0.018975,           0.0079408,                   0,           0.0017971,           0.0017971,           0.0017971
                 292,            0.028402,           0.0085247,                   0,           0.0033333,                   1,               0.995,             0.69711,            0.018975,           0.0079408,                   0,           0.0017689,           0.0017689,           0.0017689
                 293,             0.02324,           0.0097373,                   0,           0.0033333,                   1,               0.995,             0.69711,            0.018975,           0.0079408,                   0,           0.0017406,           0.0017406,           0.0017406
                 294,            0.025382,            0.010606,                   0,           0.0033333,                   1,               0.995,             0.66415,            0.018531,           0.0080012,                   0,           0.0017123,           0.0017123,           0.0017123
                 295,            0.027932,           0.0081748,                   0,           0.0033333,                   1,               0.995,             0.66415,            0.018531,           0.0080012,                   0,            0.001684,            0.001684,            0.001684
                 296,            0.027201,            0.011388,                   0,           0.0033333,                   1,               0.995,             0.66415,            0.018531,           0.0080012,                   0,           0.0016557,           0.0016557,           0.0016557
                 297,            0.024174,           0.0090004,                   0,           0.0033333,                   1,               0.995,              0.6144,            0.018928,            0.007966,                   0,           0.0016274,           0.0016274,           0.0016274
                 298,            0.022331,           0.0099472,                   0,           0.0033333,                   1,               0.995,              0.6144,            0.018928,            0.007966,                   0,           0.0015991,           0.0015991,           0.0015991
                 299,            0.025674,            0.008596,                   0,           0.0033333,                   1,               0.995,              0.6144,            0.018928,            0.007966,                   0,           0.0015709,           0.0015709,           0.0015709
                 300,            0.023589,           0.0098941,                   0,           0.0033333,                   1,               0.995,             0.66415,             0.01609,           0.0081876,                   0,           0.0015426,           0.0015426,           0.0015426
                 301,            0.027722,            0.011646,                   0,           0.0033333,                   1,               0.995,             0.66415,             0.01609,           0.0081876,                   0,           0.0015143,           0.0015143,           0.0015143
                 302,              0.0232,             0.01336,                   0,           0.0033333,                   1,               0.995,             0.66415,             0.01609,           0.0081876,                   0,            0.001486,            0.001486,            0.001486
                 303,            0.029372,           0.0079547,                   0,           0.0033333,                   1,               0.995,             0.69769,            0.016529,           0.0081027,                   0,           0.0014577,           0.0014577,           0.0014577
                 304,            0.028499,           0.0083115,                   0,           0.0033333,                   1,               0.995,             0.69769,            0.016529,           0.0081027,                   0,           0.0014294,           0.0014294,           0.0014294
                 305,            0.020414,           0.0082728,                   0,           0.0033333,                   1,               0.995,             0.69769,            0.016529,           0.0081027,                   0,           0.0014011,           0.0014011,           0.0014011
                 306,            0.023088,            0.011089,                   0,           0.0033333,                   1,               0.995,             0.69711,            0.016948,           0.0080067,                   0,           0.0013729,           0.0013729,           0.0013729
                 307,            0.028164,            0.011043,                   0,           0.0033333,                   1,               0.995,             0.69711,            0.016948,           0.0080067,                   0,           0.0013446,           0.0013446,           0.0013446
                 308,            0.025212,            0.014566,                   0,           0.0033333,                   1,               0.995,             0.69711,            0.016948,           0.0080067,                   0,           0.0013163,           0.0013163,           0.0013163
                 309,            0.023318,           0.0092516,                   0,           0.0033333,                   1,               0.995,             0.73065,            0.016059,            0.008042,                   0,            0.001288,            0.001288,            0.001288
                 310,            0.024419,           0.0097761,                   0,           0.0033333,                   1,               0.995,             0.73065,            0.016059,            0.008042,                   0,           0.0012597,           0.0012597,           0.0012597
                 311,            0.024782,            0.011788,                   0,           0.0033333,                   1,               0.995,             0.73065,            0.016059,            0.008042,                   0,           0.0012314,           0.0012314,           0.0012314
                 312,            0.024005,           0.0091583,                   0,           0.0033333,                   1,               0.995,              0.7139,            0.014588,           0.0081164,                   0,           0.0012031,           0.0012031,           0.0012031
                 313,            0.025314,            0.010717,                   0,           0.0033333,                   1,               0.995,              0.7139,            0.014588,           0.0081164,                   0,           0.0011749,           0.0011749,           0.0011749
                 314,            0.026421,           0.0072991,                   0,           0.0033333,                   1,               0.995,              0.7139,            0.014588,           0.0081164,                   0,           0.0011466,           0.0011466,           0.0011466
                 315,            0.023199,           0.0072638,                   0,           0.0033333,                   1,               0.995,             0.66415,            0.015338,           0.0080456,                   0,           0.0011183,           0.0011183,           0.0011183
                 316,            0.022806,            0.011215,                   0,           0.0033333,                   1,               0.995,             0.66415,            0.015338,           0.0080456,                   0,             0.00109,             0.00109,             0.00109
                 317,            0.025767,           0.0067954,                   0,           0.0033333,                   1,               0.995,             0.66415,            0.015338,           0.0080456,                   0,           0.0010617,           0.0010617,           0.0010617
                 318,            0.022304,            0.013392,                   0,           0.0033333,                   1,               0.995,             0.67532,            0.015635,           0.0079821,                   0,           0.0010334,           0.0010334,           0.0010334
                 319,             0.02808,           0.0085894,                   0,           0.0033333,                   1,               0.995,             0.67532,            0.015635,           0.0079821,                   0,           0.0010051,           0.0010051,           0.0010051
                 320,            0.026966,            0.012537,                   0,           0.0033333,                   1,               0.995,             0.67532,            0.015635,           0.0079821,                   0,          0.00097686,          0.00097686,          0.00097686
                 321,            0.022253,           0.0099786,                   0,           0.0033333,                   1,               0.995,             0.66411,            0.015599,           0.0079691,                   0,          0.00094857,          0.00094857,          0.00094857
                 322,            0.027268,            0.009024,                   0,           0.0033333,                   1,               0.995,             0.66411,            0.015599,           0.0079691,                   0,          0.00092029,          0.00092029,          0.00092029
                 323,            0.022846,            0.010699,                   0,           0.0033333,                   1,               0.995,             0.66411,            0.015599,           0.0079691,                   0,            0.000892,            0.000892,            0.000892
                 324,            0.023702,           0.0079898,                   0,           0.0033333,                   1,               0.995,             0.67532,            0.014939,           0.0080248,                   0,          0.00086371,          0.00086371,          0.00086371
                 325,            0.033512,           0.0067008,                   0,           0.0033333,                   1,               0.995,             0.67532,            0.014939,           0.0080248,                   0,          0.00083543,          0.00083543,          0.00083543
                 326,            0.024442,             0.01145,                   0,           0.0033333,                   1,               0.995,             0.67532,            0.014939,           0.0080248,                   0,          0.00080714,          0.00080714,          0.00080714
                 327,            0.022905,            0.012485,                   0,           0.0033333,                   1,               0.995,             0.67532,            0.015016,            0.008021,                   0,          0.00077886,          0.00077886,          0.00077886
                 328,              0.0255,           0.0079625,                   0,           0.0033333,                   1,               0.995,             0.67532,            0.015016,            0.008021,                   0,          0.00075057,          0.00075057,          0.00075057
                 329,            0.021119,            0.012649,                   0,           0.0033333,                   1,               0.995,             0.67532,            0.015016,            0.008021,                   0,          0.00072229,          0.00072229,          0.00072229
                 330,            0.019341,           0.0099243,                   0,           0.0033333,                   1,               0.995,             0.66411,            0.014697,           0.0080417,                   0,            0.000694,            0.000694,            0.000694
                 331,            0.025746,            0.011145,                   0,           0.0033333,                   1,               0.995,             0.66411,            0.014697,           0.0080417,                   0,          0.00066571,          0.00066571,          0.00066571
                 332,            0.020404,           0.0076865,                   0,           0.0033333,                   1,               0.995,             0.66411,            0.014697,           0.0080417,                   0,          0.00063743,          0.00063743,          0.00063743
                 333,            0.021595,           0.0067853,                   0,           0.0033333,                   1,               0.995,             0.71965,            0.014768,           0.0080349,                   0,          0.00060914,          0.00060914,          0.00060914
                 334,            0.022389,            0.011079,                   0,           0.0033333,                   1,               0.995,             0.71965,            0.014768,           0.0080349,                   0,          0.00058086,          0.00058086,          0.00058086
                 335,            0.028275,            0.011772,                   0,           0.0033333,                   1,               0.995,             0.71965,            0.014768,           0.0080349,                   0,          0.00055257,          0.00055257,          0.00055257
                 336,            0.023897,           0.0083006,                   0,           0.0062618,                   1,               0.995,             0.71965,            0.014407,           0.0080527,                   0,          0.00052429,          0.00052429,          0.00052429
                 337,            0.025747,           0.0091417,                   0,           0.0062618,                   1,               0.995,             0.71965,            0.014407,           0.0080527,                   0,            0.000496,            0.000496,            0.000496
                 338,            0.027117,             0.01104,                   0,           0.0062618,                   1,               0.995,             0.71965,            0.014407,           0.0080527,                   0,          0.00046771,          0.00046771,          0.00046771
                 339,            0.020779,           0.0063877,                   0,           0.0061844,                   1,               0.995,             0.67532,            0.014202,           0.0080748,                   0,          0.00043943,          0.00043943,          0.00043943
